发文时间,发布者id,发布者名字,内容信息,被提及人,频道
2022-07-27T11:48:06.008000+00:00,548188840800550914,TheCrusader,Minor complaint here so I upgraded attachments on my bullet king and they can't be swapped out obviously but the second one I have hasn't got the upgraded attachments please change it so all attachments for the same exotic is shared over,,feedback-and-bugs
2022-07-27T11:11:30.278000+00:00,586988850702974976,Eathor,what I need to do?,,feedback-and-bugs
2022-07-27T11:11:19.393000+00:00,586988850702974976,Eathor,what's that method about?,,feedback-and-bugs
2022-07-27T11:11:15.389000+00:00,800456931956752394,Sternitzky,"Reinvitation is common in tests, but cases, where it doesn't happen, still occur.",Dreistmann,feedback-and-bugs
2022-07-27T11:10:48.998000+00:00,962506560700026971,Nothing special here dickhead,You can via the link/apk method.,Eathor,feedback-and-bugs
2022-07-27T11:08:36.961000+00:00,586988850702974976,Eathor,"I hope so, but I wanted to test the game 😦",,feedback-and-bugs
2022-07-27T11:07:37.813000+00:00,992843438988996748,Frays,"Hi! While your phone isn't on the compatible device list yet, it could be made compatible in the future tests, so please bear with us!",Eathor,feedback-and-bugs
2022-07-27T10:59:47.614000+00:00,586988850702974976,Eathor,Not compatible with  Xiaomi Redmi note 8T,,feedback-and-bugs
2022-07-27T10:59:41.198000+00:00,800456931956752394,Sternitzky,"There's a small + button you can click, next to respec. Click it and consume your crates.",Furkan,general-chat
2022-07-27T10:57:01.666000+00:00,132241139465060352,Furkan,I have like 20 of them,,general-chat
2022-07-27T10:56:54.458000+00:00,132241139465060352,Furkan,How do you even use the shd crates,,general-chat
2022-07-27T10:29:54.174000+00:00,401536937078423552,Ghoul,Or most at least 😄,,feedback-and-bugs
2022-07-27T10:21:37.112000+00:00,401536937078423552,Ghoul,All phones have a significant increase in temperature 🙂 one worse then the other ofc,,feedback-and-bugs
2022-07-27T10:08:33.786000+00:00,249616438531194891,Mordia,Is it Just my phone or is any off urs getting realy Hot when playing this ?,,feedback-and-bugs
2022-07-27T09:59:05.640000+00:00,800456931956752394,Sternitzky,Thanks.,,general-chat
2022-07-27T09:40:00.797000+00:00,715620799318458378,Hinks92,thanks,,general-chat
2022-07-27T09:32:58.844000+00:00,882212179993063454,Watchthisap,They're attached to whichever one you were when you opened,,general-chat
2022-07-27T09:32:29.476000+00:00,882212179993063454,Watchthisap,Youlose them   if youve used the crate and got the points,Hinks92,general-chat
2022-07-27T09:21:37.775000+00:00,800456931956752394,Sternitzky,Good question. What it to know too. Someone brave enough for us trench sitters? 🏹,Hinks92,general-chat
2022-07-27T09:09:38.280000+00:00,800456931956752394,Sternitzky,"Nope. I am button addicted. Maybe I am Windows-marred. On my desktop I am using Open Shell and a slim tidy start menu. And my desktop isn't cluttered with shortcuts like a garbage can. Maybe I am old fashioned, but I am Cylons forearmed. 😆",Jord,ask-the-team
2022-07-27T09:02:52.310000+00:00,401536937078423552,Ghoul,"I don't know to be honest, but speaking from previous experiences I would say yes.",Dreistmann,feedback-and-bugs
2022-07-27T08:55:46.515000+00:00,48906709757857792,Tyrn,"Dang, thanks for letting me know.  Getting a new phone today (Sony Xperia 1 iii - its on the list) heres hoping I can catch the test on that!",D3LT4_Moody,feedback-and-bugs
2022-07-27T08:54:36.287000+00:00,463035588761616394,Dreistmann,and for a later test I will be invited again?,Ghoul,feedback-and-bugs
2022-07-27T08:52:44.793000+00:00,160521135363063809,Jord,Do you not use the gesture based setting ?,,ask-the-team
2022-07-27T08:51:47.476000+00:00,401536937078423552,Ghoul,https://tenor.com/view/terminator-terminator-robot-looking-flex-cool-robot-gif-16625083,PorterEva,general-chat
2022-07-27T08:50:38.354000+00:00,715620799318458378,Hinks92,"with the shd tech points from the crates, when you respeck do you lose those extra points or keep them?",,general-chat
2022-07-27T08:50:31.972000+00:00,800456931956752394,Sternitzky,"I just now tested it, and it's working now. In the beginning of the Alpha Test it didn't work, only  first middle button and then left button. Good to know it's working now directly with the left button.",,ask-the-team
2022-07-27T08:49:29.978000+00:00,401536937078423552,Ghoul,And wont be for this test unfortunatly,Dreistmann,feedback-and-bugs
2022-07-27T08:49:18.469000+00:00,652604052873412609,PorterEva,i hate whoever decided that should be a thing,,general-chat
2022-07-27T08:41:50.528000+00:00,463035588761616394,Dreistmann,S21 5g still not supported,,feedback-and-bugs
2022-07-27T08:41:28.401000+00:00,160521135363063809,Jord,Hit the app switcher and close it from there All save data is backed up on cloud so you wont lose anything,Sternitzky,ask-the-team
2022-07-27T08:40:26.643000+00:00,256950551671996416,D3LT4_Moody,https://youtu.be/-bgad3HRb64,,general-chat
2022-07-27T08:40:23.310000+00:00,800456931956752394,Sternitzky,Just out of curiosity: how can I close the game? I found no main menu with a Quit Game button nor was I able to close the game via double tapping the very phone's backwards/close button like some other games support it. Only the phone's minimize button functions. And after that I am finally able to force-close the game in order to quit it. It's the only option I found out.,,ask-the-team
2022-07-27T08:38:55.431000+00:00,160521135363063809,Jord,I sent a screenshot over of the notification to dededeth,Houwie70,ask-the-team
2022-07-27T08:37:30.862000+00:00,160521135363063809,Jord,Loool i saw this 😅,Teado,general-chat
2022-07-27T08:36:38.425000+00:00,160521135363063809,Jord,Its closing the game As ive had this aswell As have many others Its been closed and then purged from the memory and it still somehow runs in the background,KleeKlee,ask-the-team
2022-07-27T08:24:24.502000+00:00,368829739852496906,KleeKlee,"Emmm, may i ask if you really ""close"" the game or just back to the desktop?",Houwie70,ask-the-team
2022-07-27T08:24:10.492000+00:00,615969175864868877,Riggy Gaming,Lol,,general-chat
2022-07-27T08:15:29.679000+00:00,652604052873412609,PorterEva,bruh that's the rise of robodogs i'm telling ya,,general-chat
2022-07-27T08:15:01.073000+00:00,259482556343255041,Teado,I mean it's not like the rise of skynet or nothing...or is it?,,general-chat
2022-07-27T08:14:17.492000+00:00,259482556343255041,Teado,https://tenor.com/view/weird-al-crazy-wow-creepy-nuts-gif-5547782,,general-chat
2022-07-27T08:12:20.597000+00:00,652604052873412609,PorterEva,good guy persona that still threatens you to suffocate from grilled cheese? yeah i use that algorithm,,general-chat
2022-07-27T08:10:18.993000+00:00,640552808864546828,LukeD,"You mean between the algorithm and the algorithms ""good guy"" persona",Teado,general-chat
2022-07-27T08:09:39.110000+00:00,259482556343255041,Teado,"Yeah on computer at least at the top you have this button, you can switch between the algorithm and latest",,general-chat
2022-07-27T08:08:59.016000+00:00,160521135363063809,Jord,Thats been happening alot Ive reported this one aswell,Houwie70,ask-the-team
2022-07-27T08:06:04.720000+00:00,640552808864546828,LukeD,You can't go against the algorithm. The algorithm knows. It always knows,,general-chat
2022-07-27T08:03:56.312000+00:00,992843438988996748,Frays,"If I remember correctly you can pick between chronological or stuff picked by the algorithm, I might be wrong but I feel like I've read this somewhere",,general-chat
2022-07-27T08:02:25.206000+00:00,640552808864546828,LukeD,"My Twitter only shows me things from at least 11 hours ago, it's testing my will power not to reply to things that are too old to reply to",Frays,general-chat
2022-07-27T08:01:35.665000+00:00,652604052873412609,PorterEva,lmao,,general-chat
2022-07-27T08:01:13.127000+00:00,992843438988996748,Frays,and it's from yesterday,,general-chat
2022-07-27T08:01:05.327000+00:00,992843438988996748,Frays,nah that's a screenshot from my personal account lol,PorterEva,general-chat
2022-07-27T08:00:43.684000+00:00,615969175864868877,Riggy Gaming,Living the dream 🤣,,general-chat
2022-07-27T08:00:13.044000+00:00,652604052873412609,PorterEva,no communitcation with the worker that owns the Twitter account?,,general-chat
2022-07-27T08:00:06.057000+00:00,615969175864868877,Riggy Gaming,Lol,,general-chat
2022-07-27T07:59:31.325000+00:00,992843438988996748,Frays,"Well, thanks Twitter, I wasn't aware of that",,general-chat
2022-07-27T07:54:00.451000+00:00,401536937078423552,Ghoul,😄,,general-chat
2022-07-27T07:53:06.926000+00:00,640552808864546828,LukeD,I'll allow it,,general-chat
2022-07-27T07:53:02.683000+00:00,640552808864546828,LukeD,I guess,,general-chat
2022-07-27T07:52:49.990000+00:00,401536937078423552,Ghoul,1 account and purchases available on all systems,,general-chat
2022-07-27T07:52:34.923000+00:00,401536937078423552,Ghoul,Not the best game but I think they did it right,,general-chat
2022-07-27T07:52:12.476000+00:00,640552808864546828,LukeD,Ew,,general-chat
2022-07-27T07:51:51.869000+00:00,401536937078423552,Ghoul,Fortnite?,LukeD,general-chat
2022-07-27T07:41:09.051000+00:00,640552808864546828,LukeD,But that will never happen because money 🥲,,general-chat
2022-07-27T07:40:37.088000+00:00,640552808864546828,LukeD,I like to believe in a Utopian future where games are no longer platform specific and you can play it on whatever you have wherever you are with a single subscription or a single purchase,,general-chat
2022-07-27T07:37:29.321000+00:00,800456931956752394,Sternitzky,"Or like someone suggested before: play on the smartphone on the move, continue at home on the desktop.",PorterEva,general-chat
2022-07-27T07:31:33.824000+00:00,652604052873412609,PorterEva,i played for a long time to say that i beg for a PC port and can't wait for future development of this title,,general-chat
2022-07-27T07:30:54.273000+00:00,640552808864546828,LukeD,Gooood morning Agents 😄,,general-chat
2022-07-27T07:30:49.574000+00:00,652604052873412609,PorterEva,it's not usual that a alpha gets extended. seems that the testers that can run it are very happy that this game slaps almost as hard as division 1,,general-chat
2022-07-27T07:30:33.008000+00:00,992843438988996748,Frays,Well there's nothing I can do about that lol,,general-chat
2022-07-27T07:29:35.167000+00:00,652604052873412609,PorterEva,my game is lagging lol,,general-chat
2022-07-27T07:27:53.960000+00:00,615969175864868877,Riggy Gaming,Hell yeahh,,general-chat
2022-07-27T07:24:27.582000+00:00,992843438988996748,Frays,"Hey hey hey, are you all excited that the test got extended? 🙂",,general-chat
2022-07-27T07:17:00.036000+00:00,256950551671996416,D3LT4_Moody,"Ok, Have fun :)",Malahawi3107,feedback-and-bugs
2022-07-27T06:41:07.026000+00:00,803561174632890368,Malahawi3107,"Yes, I tried it in the browser.  Google says ""not compatible"".  Did it now without Google",D3LT4_Moody,feedback-and-bugs
2022-07-27T03:32:29.720000+00:00,800456931956752394,Sternitzky,Thank you very much.,gkopou,general-chat
2022-07-27T02:20:58.629000+00:00,257667780680089600,gkopou,"To open SHD crates, go to specialization and next to the ""reset talent point"" there is a plus icon. Press it and then press use. Choose the amount of crates you want to open and done.",JohnnyPlays91,general-chat
2022-07-27T01:49:36.611000+00:00,800456931956752394,Sternitzky,"I don't know yet about the SHD Tech crates, but I found out, that you can use your unwanted mods for upgrading your favorite mods. So it's some sort of dismantling them. Press the upgrade button, and then you can feed a bar with unwanted until it's full et voilà: mod is upgraded.",JohnnyPlays91,general-chat
2022-07-27T01:40:14.223000+00:00,800456931956752394,Sternitzky,"Ingame character name (Avatrunei)Device information (Samsung Galaxy S20 FE 5G)Issue (phone overheating)Issue type (overheating)Description (playing the game causes the phone to overheat and auto-close the game)Result (game force-closed by phone)Expected result (phone not overheating and hence game not force-closing)Steps to reproduce (Playing with graphics preset on Ultra. Game closes due to overheating after about 2 hours. Apart from that gaming on Ultra was smooth and battery drainage fair. Tested the temperature issue with graphics preset on High and RAM Plus 6 GB. After that, the temperature didn't rise as much as before and hence no shutdown occurred.)",,feedback-and-bugs
2022-07-27T01:08:08.660000+00:00,161373551042101249,Houwie70,I'll keep my eyes open should it happen again,,ask-the-team
2022-07-27T01:07:59.985000+00:00,161373551042101249,Houwie70,"When you play the game and you close the game on android it will run a small process in the background, I know because my specific phone (OnePlus 7T) gives me notifications when an app is still running. I checked in running processes in Android dev settings and there was a process running. And just as I try to replicate this it does not happen...... so I'm afraid I can't really say anything else",,ask-the-team
