,0,1
3218,sang-soo,2
3219,sang-su,1
3220,reinforcing,1
3221,socially-civilized,1
3222,monkey,1
3223,happy,13
3224,opera,5
3225,fashion,1
3226,closing,4
3227,explanation,5
3228,crystal,2
3229,sangmyung,1
3230,airlines,6
3231,cheered,2
3232,dreams,5
3233,xiaofei,4
3234,performances,8
3235,musical,1
3236,ballet,3
3237,all-korean,2
3238,all-korea,2
3239,year-end,9
3240,sam-koo,10
3241,ro-seung,3
3242,cheon-seo,6
3243,awarding,1
3244,embassy-related,1
3245,fruitful,1
3246,emphasizing,2
3247,autumn,4
3248,hold,8
3249,seol,2
3250,young-heung,1
3251,advisor,10
3252,su-su,1
3253,principal,3
3254,​​and,6
3255,school-related,1
3256,rubbing,1
3257,yangzhou,2
3258,carving,1
3259,walker,1
3260,gaewon,1
3261,dong-ik,1
3262,gwang-ling,1
3263,bazaar,8
3264,store,1
3265,booth,8
3266,proceeds,3
3267,san,5
3268,gwanghwamun,2
3269,plaza,5
3270,venue,3
3271,crowded,3
3272,sky,2
3273,pleasant,2
3274,gs,5
3275,caltex,3
3276,jtbc,4
3277,lasted,2
3278,hours,3
3279,photos,1
3280,eul-dong,3
3281,reflect,1
3282,militaristic,4
3283,victory/historical,1
3284,seong,3
3285,nak-in,1
3286,archives,1
3287,cut,3
3288,tape,2
3289,jong-seo,1
3290,woo-il,1
3291,geun-bae,1
3292,si-jong,4
3293,chungcheongbuk-do,6
3294,chungbuk,2
3295,hong-ge,1
3296,abundant,16
3297,folk,7
3298,yeouido,1
3299,dong,9
3300,min-ji,4
3301,relics,1
3302,archaeological,1
3303,ancient,1
3304,baekje,1
3305,museum,7
3306,rare,2
3307,weijin,1
3308,dynasties,1
3309,alliance,2
3310,gyu-baek,1
3311,ik-pyo,1
3312,constructive,4
3313,koreas,2
3314,negotiations,4
3315,ease,1
3316,geun-hye,13
3317,fascism,1
3318,shine,1
3319,assassination,1
3320,gu,6
3321,bloody,1
3322,battlefield,1
3323,flames,1
3324,europe,1
3325,resisted,1
3326,fascist,1
3327,inkstone,1
3328,gwacheon,1
3329,chusa,1
3330,gye-yong,1
3331,ip-gok,1
3332,putting,1
3333,oipgok,1
3334,artwork,2
3335,collection,1
3336,gwacheon-si,1
3337,ho-chang,1
3338,bong-seon,1
3339,sun,75
3340,yan,8
3341,xun,2
3342,application,8
3343,e-mail,1
3344,write,1
3345,exporter,1
3346,articles,1
3347,memories,1
3348,listing,1
3349,deadline,2
3350,chnemb_cs,1
3351,hotmail.com,1
3352,2-gil,1
3353,2-ga,1
3354,ping,5
3355,yeom,1
3356,tae-young,2
3357,jin-suwon,1
3358,headed,22
3359,scale,2
3360,breakfast,8
3361,penglan,1
3362,consulate,13
3363,byeong-soo,1
3364,peng-lan,2
3365,consul,20
3366,lectures,3
3367,handles,1
3368,perspectives,3
3369,flute,1
3370,hong-geo,16
3371,deh,2
3372,manager,4
3373,kyung-nam,1
3374,french,1
3375,no-hwang,1
3376,toured,12
3377,tv,9
3378,studio,3
3379,bok-rae,1
3380,managing,3
3381,chang-seop,1
3382,audit,2
3383,choong-heon,6
3384,directors,3
3385,12th,14
3386,wuyi,1
3387,in-ja,1
3388,mandarin,1
3389,ki-soo,1
3390,tao,1
3391,interacting,3
3392,young-bin,1
3393,association-korea,1
3394,working-level,1
3395,seung-ho,1
3396,equal,1
3397,co-development,1
3398,accepting,1
3399,civilizations,1
3400,anhui,3
3401,roadshow,1
3402,hua,1
3403,jianhui,1
3404,young-chung,1
3405,nam,6
3406,sang-man,1
3407,focus,4
3408,silk,6
3409,byeong-gwan,1
3410,seong-ok,1
3411,researchers,1
3412,identified,2
3413,keywords,1
3414,features,1
3415,hae-gun,2
3416,seong-hak,1
3417,gyeong-cheol,2
3418,hanmaeum,1
3419,sook-ja,1
3420,eom,1
3421,eun-ha,1
3422,byeong-dang,1
3423,chosun》,1
3424,publishes,4
3425,magazines,4
3426,publications,1
3427,《sports,1
3428,《weekly,2
3429,operates,5
3430,serviced,2
3431,languages,2
3432,​​such,1
3433,cable,1
3434,commemorative,5
3435,educating,1
3436,beauty,2
3437,swing,1
3438,bloom,2
3439,shwebin,1
3440,kyunghee,1
3441,seung-han,1
3442,kyung,1
3443,campus,1
3444,xu,12
3445,jianping,1
3446,jin-young,1
3447,bon,1
3448,entering,4
3449,huo,1
3450,chigang,1
3451,shin-nam,1
3452,tofu,1
3453,factory,1
3454,sorting,1
3455,​​led,1
3456,chang,175
3457,eumseong,1
3458,branches,2
3459,chengdu,3
3460,riding,1
3461,performed,6
3462,rich,12
3463,singer,1
3464,warm,11
3465,magnificent,1
3466,joo-seong,1
3467,zer,1
3468,jing,1
3469,volunteer,4
3470,levels,1
3471,revival,3
3472,airports,2
3473,air,3
3474,passengers,4
3475,achievement,1
3476,gimpo,3
3477,seong-tae,1
3478,seok-ki,1
3479,bessho,1
3480,koro,1
3481,se-gi,5
3482,cheong-won,1
3483,hao,3
3484,xiao-pei,1
3485,noh-seung,1
3486,chaired,2
3487,hye-young,2
3488,jae-joong,1
3489,yun-jo,2
3490,young-pyo,1
3491,jun-je,2
3492,positions,2
3493,meng,3
3494,chiliang,1
3495,resource,1
3496,electronic,2
3497,liang,2
3498,jeon-ying,1
3499,lady,8
3500,tangqingyi,1
3501,zhenying,1
3502,qiu,1
3503,tenghua,1
3504,niederchuan,1
3505,shan,1
3506,warmly,7
3507,ki-jeong,1
3508,lawmakers,9
3509,creation,1
3510,ship,8
3511,heavy,8
3512,container,6
3513,naming,6
3514,cscl,2
3515,globe,1
3516,shi,6
3517,ri-long,1
3518,class,2
3519,teu,1
3520,ships,3
3521,ulsan,4
3522,"19,100teu",1
3523,symphony,3
3524,orchestra,4
3525,operas,1
3526,feng,27
3527,xuebin,1
3528,nurturing,1
3529,pursue,1
3530,rmb,2
3531,clearing,1
3532,supervisory,1
3533,shi-ming,1
3534,wenhui,1
3535,kyung-hwan,1
3536,ju-yeol,1
3537,soo-hyun,1
3538,traditions,1
3539,sheng-xuan,1
3540,apply,1
3541,marketplace,1
3542,low-income,1
3543,charity,6
3544,square,6
3545,soo-gil,1
3546,organizers,2
3547,token,1
3548,eighth,1
3549,consecutive,1
3550,dragon,2
3551,seoul-china,2
3552,eye,1
3553,dances,2
3554,hak-joon,2
3555,ja-eok,1
3556,chung-yang,1
3557,pai,1
3558,chai,4
3559,young-ho,4
3560,historic,3
3561,performing,7
3562,guest,2
3563,jae-wal,2
3564,shiruilin,1
3565,jazz,1
3566,wonkwang,1
3567,honam,1
3568,se-hyeon,1
3569,medicine,1
3570,myeong-guk,1
3571,liao,2
3572,danfang,1
3573,liu,10
3574,chi-jun,1
3575,iksan,1
3576,65th,2
3577,tae-yong,5
3578,journalism,1
3579,sang-ju,1
3580,ji-won,2
3581,ji-young,1
3582,ryu,9
3583,ki-ho,1
3584,tourist,1
3585,chong-rong,1
3586,ki-hyeon,1
3587,motor,1
3588,dongbusan,1
3589,peripheral,1
3590,consuls,3
3591,tae-ik,1
3592,rqfii,1
3593,commercial,4
3594,lyon,2
3595,seo-sang,1
3596,qualified,1
3597,investors,1
3598,asset,1
3599,custody,1
3600,division,4
3601,seong-rae,1
3602,saenuri,7
3603,junji,1
3604,jong-hoon,2
3605,young-woo,1
3606,implementing,3
3607,perceptions,1
3608,22nd,3
3609,kumho,4
3610,asiana,5
3611,kwan-yong,1
3612,xiaohan,1
3613,donga》,1
3614,cha-su,1
3615,types,4
3616,《shin,1
3617,multilingual,3
3618,site,9
3619,won-geun,1
3620,chung-heon,1
3621,earthquake-affected,6
3622,ludian,1
3623,yunnan,5
3624,earthquake,11
3625,earthquake-stricken,2
3626,regain,1
3627,homes,1
3628,yong-shik,1
3629,publisher,1
3630,weekly,1
3631,seok-hyeon,5
3632,hoon,3
3633,visa,4
3634,centers,2
3635,frequent,3
3636,window,4
3637,officers,4
3638,87th,1
3639,gil-jae,2
3640,sung,4
3641,ryoo,1
3642,sino-rok,2
3643,vice-presidents,1
3644,gap-yun,1
3645,parliaments,12
3646,eui-hwa,6
3647,han-gyu,2
3648,donhuang,1
3649,dunhuang,1
3650,painting,4
3651,pilgrimage,1
3652,jianning,1
3653,gansuseong,1
3654,seol-hoon,2
3655,importers,2
3656,changting,8
3657,yong-man,1
3658,trade-related,1
3659,trade-investment,4
3660,kotra,2
3661,superiority,2
3662,western,3
3663,dano,1
3664,migrant,1
3665,seong-man,1
3666,bells,1
3667,su,2
3668,rui-lin,2
3669,jian,3
3670,initiatives,1
3671,thanked,13
3672,sinking,2
3673,sewol,2
3674,ferry,3
3675,substantiate,1
3676,byung-se,7
3677,blueprints,1
3678,infuse,1
3679,deok-min,1
3680,six-party,6
3681,surrounding,2
3682,sam-deuk,1
3683,interacted,1
3684,dunong,1
3685,faculty,1
3686,hyun,3
3687,oh-seok,2
3688,yeon-chun,1
3689,steadfastly,1
3690,walk,1
3691,inaugural,2
3692,cheol-ki,1
3693,malaysian,1
3694,disappearance,3
3695,sang-jik,1
3696,fugui,1
3697,hong-won,4
3698,chunhai,36
3699,districts,1
3700,inspected,9
3701,daeju,2
3702,kc,2
3703,bridgehead,1
3704,gateway,2
3705,hub,1
3706,cargoes,1
3707,encouraged,7
3708,young-chang,1
3709,xiaochun,3
3710,greeted,5
3711,genuine,1
3712,dedication,1
3713,repatriation,1
3714,sang-gyun,1
3715,mong-joon,4
3716,completion,4
3717,consisting,3
3718,phd,1
3719,protections,1
3720,pure,1
3721,malaysia,2
3722,flight,4
3723,parliament,2
3724,chang-hee,5
3725,kunming,3
3726,terrorist,3
3727,attack,2
3728,terrorism,2
3729,targeting,2
3730,unacceptable,1
3731,reunification,4
3732,anti-獨促統,1
3733,seok,3
3734,saeng-goe,1
3735,tech,1
3736,sigong,1
3737,multimedia,1
3738,male,2
3739,spouses,2
3740,trip,1
3741,siongong,1
3742,ki-seok,1
3743,specializing,1
3744,woo-yeo,3
3745,criticized,1
3746,terror,1
3747,incident,2
3748,crime,1
3749,witnessed,1
3750,sessions,6
3751,condemnation,1
3752,civilians,1
3753,appropriately,1
3754,su-han,3
3755,singing,2
3756,condolence,1
3757,korea-related,4
3758,aims,2
3759,legitimate,1
3760,jeon-min,2
3761,resume,1
3762,jin-liang,1
3763,complementary,3
3764,mong-jun,2
3765,goodbye,1
3766,yield,2
3767,consisted,2
3768,jong-hyeon,1
3769,anew,2
3770,right-wing,3
3771,abe,3
3772,yasukuni,3
3773,cunning,1
3774,excuses,2
3775,pull,1
3776,reins,1
3777,brink,1
3778,horse,1
3779,wing,2
3780,wheel,1
3781,upside,1
3782,ii,1
3783,mistakes,2
3784,claims,1
3785,acquaintances,1
3786,lavishly,1
3787,decorated,3
3788,lanterns,2
3789,five-colored,1
3790,strings,1
3791,ripening,1
3792,holidays,3
3793,station,4
3794,bitter,2
3795,melted,1
3796,inside,3
3797,convenient,1
3798,full-scale,1
3799,applicants,2
3800,auspicious,1
3801,fell,1
3802,shinzo,2
3803,gain,3
3804,wrong,1
3805,reflects,2
3806,corrects,1
3807,sophistry,1
3808,vain,1
3809,colonial,1
3810,bok-deuk,1
3811,recognize,1
3812,superintendent,2
3813,don,1
3814,testimony,1
3815,victim,1
3816,mobilization,1
3817,reply,1
3818,defend,1
3819,applications,1
3820,min-je,1
3821,vice-director,3
3822,yui,2
3823,pm,2
3824,fax,1
3825,//www.visaforchina.org,1
3826,visaforchina.org,1
3827,monday,1
3828,friday,1
3829,saturdays,1
3830,sundays,1
3831,namdaemun-ro,1
3832,5-ga,1
3833,opposite,1
3834,seoulsquarecenter,1
3835,honamsan,1
3836,toegye-ro,1
3837,kukdong,1
3838,namsansquarecenter,1
3839,ho-moon,1
3840,reforms,1
3841,xi'an,2
3842,kyung-seon,1
3843,yoon-hee,1
3844,jeong-do,2
3845,sang-cheol,5
3846,editor,5
3847,xiaos,1
3848,macroeconomic,2
3849,xiaosu,1
3850,start-up,1
3851,jung-geun,1
3852,warn,1
3853,monument,1
3854,denies,1
3855,challenging,1
3856,criminals,1
3857,invasion,1
3858,defy,1
3859,lay,1
3860,blueprint,3
3861,broke,1
3862,record,1
3863,qi-jing,1
3864,chi-jeong,2
3865,jin-ha,2
3866,ma,6
3867,young-sam,4
3868,farewell,3
3869,shin-sun,194
3870,removed,2
3871,min-chin,66
3872,chun-tai,33
3873,departure,1
3874,component,11
3875,renewed,1
3876,constant,1
3877,term,2
3878,consolidated,1
3879,assistance,2
3880,acclaim,1
3881,young-il,6
3882,table,3
3883,tennis,3
3884,tournament,3
3885,chuntai,12
3886,tight,1
3887,legislators,1
3888,peng,24
3889,jiechi,6
3890,discussions,2
3891,jie-chi,3
3892,jang-su,1
3893,beijing-seoul,1
3894,actors,4
3895,theater,7
3896,xiaoqiao,1
3897,seong-han,3
3898,ku,2
3899,eun-su,1
3900,ho-yun,1
3901,constantly,15
3902,tianhai,4
3903,opening-up,1
3904,hyung-nam,1
3905,jong-dae,1
3906,arranging,2
3907,styles,1
3908,chrysanthemums,1
3909,aesthetics,1
3910,enjoyment,1
3911,tsai-wu,1
3912,declaration,2
3913,china-korea-japan,3
3914,jin-ryong,2
3915,hakubun,1
3916,shimomura,1
3917,kingdoms,2
3918,heritage,2
3919,64th,1
3920,vigorously,1
3921,capita,1
3922,baogang,1
3923,bgm,1
3924,processing,1
3925,gns,1
3926,huh,5
3927,won-bo,1
3928,chung-hee,1
3929,enterprise,1
3930,sru,1
3931,shihui,1
3932,closest,2
3933,expanded,4
3934,perspective,2
3935,enhance,6
3936,reciprocity,2
3937,capacity,1
3938,proven,1
3939,​​china,1
3940,basically,1
3941,tourists,9
3942,passenger,1
3943,staying,1
3944,depart,1
3945,consular,3
3946,chartered,1
3947,haina,1
3948,operated,2
3949,'hai,1
3950,belonging,1
3951,hearing,1
3952,detention,1
3953,activated,3
3954,se-hyeong,1
3955,kyung-sun,1
3956,weimin,1
3957,gear,1
3958,shigeo,1
3959,iwatani,1
3960,tilted,1
3961,iwatai,1
3962,embassies,7
3963,46th,1
3964,seung-cheol,1
3965,jianhua,1
3966,xin-sun,69
3967,zhanghua,1
3968,extensive,2
3969,yanbian,1
3970,chul,2
3971,dong-gi,1
3972,piano,1
3973,sonata,1
3974,oboe,1
3975,hong-koo,3
3976,bloggers,1
3977,hwangu,1
3978,anchor,1
3979,ding,1
3980,so-chun,1
3981,forest,5
3982,recreational,1
3983,forests,1
3984,recreation,1
3985,inspiration,1
3986,sui,2
3987,xiangqin,1
3988,merit,1
3989,soon-to-be-resigned,1
3990,shang-chin,1
3991,xue-bin,1
3992,successor,1
3993,retirement,1
3994,jingming,3
3995,86th,1
3996,hwan-ik,2
3997,electric,1
3998,tighter,1
3999,attaching,1
4000,delegations,6
4001,hyun-seok,1
4002,workshop,2
4003,craftsmanship,1
4004,handicraft,1
4005,myung-gyu,1
4006,metal,2
4007,seongnam,5
4008,techniques,1
4009,craftsmen,1
4010,myeong-gyu,1
4011,inherit,1
4012,handicrafts,1
4013,elegant,2
4014,color,2
4015,popularity,1
4016,francisco,1
4017,assess,1
4018,hospitals,1
4019,requested,2
4020,crash,1
4021,on-call,1
4022,zheng,2
4023,xiang,2
4024,lushan,3
4025,gangwon,1
4026,fail,1
4027,photoelectricity,1
4028,fuchao,1
4029,cgv,1
4030,chaowei,1
4031,ziyi,1
4032,movie,3
4033,jia,4
4034,xuan,4
4035,sin-sun,24
4036,haifeng,1
4037,vice-president,4
4038,ki-bung,2
4039,chul-ki,1
4040,jun-yong,1
4041,players,5
4042,hua-jung,40
4043,yu-sang,3
4044,zhu,6
4045,yonggyeong,2
4046,watched,5
4047,magazine,1
4048,lu,3
4049,edition,1
4050,hwabo,1
4051,cai-long,1
4052,corps,5
4053,noisy,1
4054,carefully,1
4055,blue-and-white,1
4056,tea,2
4057,gift,1
4058,phrases,1
4059,analects,1
4060,artistry,1
4061,nonpartisan,1
4062,ki-joon,1
4063,inter-party,2
4064,hee-young,2
4065,transcending,1
4066,walls,1
4067,round,3
4068,inspector,2
4069,wen-sang,1
4070,propaganda,3
4071,gwangmyeong,1
4072,writers,1
4073,segi,1
4074,demands,1
4075,aspirations,1
4076,adapt,1
4077,mainstream,1
4078,moo-seung,1
4079,zhao-yong,1
4080,noting,1
4081,zhai,1
4082,weihua,1
4083,dun-shin,1
4084,vice-minister,1
4085,tingyan,3
4086,explaining,4
4087,jae-won,1
4088,ru,2
4089,su-min,3
4090,chinese-korean,4
4091,masterpiece,2
4092,byeong-yong,2
4093,village,4
4094,hanmadang,2
4095,sister,1
4096,nationalities,1
4097,enjoyed,3
4098,smiles,1
4099,necessities,1
4100,colorfully,1
4101,noble,1
4102,donate,1
4103,nosan,2
4104,sacheon,1
4105,restoration,2
4106,seized,1
4107,invest,3
4108,jeong-rok,1
4109,zhikai,1
4110,rivers,1
4111,informational,1
4112,laoshan,2
4113,rebuild,2
4114,chang-gyu,1
4115,tire,1
4116,deeds,1
4117,keqiang,2
4118,mobilizing,1
4119,realistic,2
4120,intangible,1
4121,instruments,1
4122,municipal,5
4123,hyun-jae,1
4124,hongyinjae,1
4125,melody,1
4126,kinds,2
4127,kwang-ho,1
4128,ki-nam,1
4129,hae-jin,1
4130,kyung-pil,2
4131,hye-hoon,1
4132,hwa-jung,10
4133,chang-soo,4
4134,fki,2
4135,myeong-soo,1
4136,shopping,1
4137,tae-soo,1
4138,byung-gil,1
4139,organized,4
4140,lanjing,1
4141,desire,1
4142,nanjeong,1
4143,sangsangahjip,1
4144,exchange-related,1
4145,public-friendliness,1
4146,countries.心連心,1
4147,gap-young,1
4148,interconnected,1
4149,preferred,3
4150,british,1
4151,thatcher,1
4152,margaret,1
4153,myung-rok,1
4154,mourn,1
4155,passing,4
4156,scott,1
4157,whitman,1
4158,doubles,1
4159,singles,1
4160,mrs.,3
4161,xin,4
4162,comeback,1
4163,defeating,1
4164,player,1
4165,kyung-shik,2
4166,test,3
4167,chairs,1
4168,macao,2
4169,premier,2
4170,zhengsheng,1
4171,pangong,2
4172,zheng-sheng,1
4173,ph.d.,1
4174,honor,1
4175,self-supporting,1
4176,wei-sang,2
4177,seo-ri,1
4178,wishes,2
4179,chavez,1
4180,venezuelan,1
4181,hugo,1
4182,guestbook,1
4183,heon-shik,1
4184,heon-sik,1
4185,internet-related,1
4186,wen,5
4187,jiabao,5
4188,good-needs,1
4189,desires,1
4190,j-china,2
4191,kyo-jun,1
4192,xuhui,1
4193,gyo-jun,1
4194,jihyeon,1
4195,gyung,1
4196,beom,1
4197,beopgwang,1
4198,attendees,2
4199,ji-hyeon,2
4200,hua-zhong,11
4201,auditorium,2
4202,paichai,1
4203,filled,6
4204,laughter,1
4205,cheers,2
4206,academics,1
4207,young-kyo,1
4208,capabilities,2
4209,pride,1
4210,shindongyangbanjeom,2
4211,weisin,1
4212,housing,1
4213,do-yeop,1
4214,young-sook,1
4215,pangyo,1
4216,ki-bong,1
4217,compassionate,1
4218,hometown,3
4219,changhua,2
4220,chongqing,3
4221,cham,1
4222,self-sufficient,1
4223,tirimuratituulhong,1
4224,compassion,1
4225,yeon-cheon,1
4226,janghwa,1
4227,chang-koo,1
4228,yong-gwan,1
4229,vocational,1
4230,yun-gil,1
4231,chin,2
4232,citizenship,1
4233,yoon-gil,1
4234,meticulous,4
4235,hu,10
4236,jintao,8
4237,byeon,3
4238,bong-deok,3
4239,centralized,1
4240,body,2
4241,ja,1
4242,seung-beop,1
4243,shen,6
4244,xiaogang,5
4245,baosheng,1
4246,bao-sheng,1
4247,cadre,1
4248,minority,2
4249,agricultural,4
4250,rural,1
4251,yun-kun,1
4252,producing,2
4253,jiang,1
4254,su-jun,1
4255,judiciary,2
4256,speed,2
4257,sujun,1
4258,literary,3
4259,programs,3
4260,catching,1
4261,lamp,1
4262,lit,1
4263,leaves,2
4264,guoqing,1
4265,tanjing,1
4266,passionately,1
4267,byung-hyeon,5
4268,adhere,1
4269,emerging,2
4270,risen,1
4271,decade,1
4272,adhered,1
4273,sentence,1
4274,marking,1
4275,ying-jong,2
4276,weiyang,1
4277,understood,2
4278,shih,1
4279,dun-sin,1
4280,sang-beom,2
4281,urbanization,1
4282,sinhwasa,1
4283,kwangbo,1
4284,gwagi,1
4285,lawchi,1
4286,di-ri,1
4287,recital,1
4288,chin-min,1
4289,spectators,3
4290,diri,1
4291,passionate,3
4292,fans,1
4293,31st,4
4294,pianist,1
4295,solo,1
4296,observer,1
4297,drew,1
4298,technique,1
4299,enthusiastic,3
4300,beethoven,1
4301,emotion,1
4302,graceful,1
4303,lyrical,1
4304,rainbow,1
4305,myung-bak,12
4306,distinguished,3
4307,k-pop,1
4308,boys,1
4309,chiefs,3
4310,jiang-ting,1
4311,deok,2
4312,tu,2
4313,jie,1
4314,tien,1
4315,elderly,1
4316,fellowship,1
4317,virtue,1
4318,eve,4
4319,technological,3
4320,guoan,1
4321,yul-rae,1
4322,yu-mi,1
4323,paradigm,1
4324,chang-ju,1
4325,conductor,1
4326,xinqiao,1
4327,woong-zu,1
4328,gongcheongdan,1
4329,pungchun,3
4330,dispatching,1
4331,lantern,1
4332,audiences,4
4333,perform,1
4334,​​heung-gil,1
4335,koh,3
4336,gyeong-won,1
4337,visitors,1
4338,performers,2
4339,sumin,2
4340,presentation,1
4341,seong-hwan,12
4342,suggestion,1
4343,ximing,1
4344,joo-jeong,1
4345,sihanouk,1
4346,cambodian,1
4347,king,1
4348,kysim,1
4349,chan,2
4350,forever,1
4351,weija,1
4352,cup,1
4353,season,1
4354,cheongomabi,1
4355,mapo-gu,1
4356,kyung-myeong,1
4357,byung-hun,2
4358,byeong-joo,1
4359,involved,2
4360,listening,1
4361,explanations,1
4362,dae-sa,1
4363,glorious,1
4364,cheongju,3
4365,yu-shang,1
4366,63rd,1
4367,yong,4
4368,esperanto,1
4369,qingdao,2
4370,kicks,1
4371,cutting,1
4372,wee,1
4373,seong-ji,1
4374,choong-gi,1
4375,twenty,1
4376,shi-jong,1
4377,korean-koreans,1
4378,lively,5
4379,qi,1
4380,lufeng,1
4381,byung-tae,3
4382,praise,1
4383,kyu-hyun,1
4384,changhwa,1
4385,sang-deuk,2
4386,hong-jun,2
4387,rep,1
4388,won-tae,1
4389,zhang-ting,1
4390,xiao-hong,1
4391,drug,1
4392,xiaohong,1
4393,won-ping,3
4394,zhi-li,1
4395,ji-ri,2
4396,'press,1
4397,hyung-ju,1
4398,inminmang,1
4399,tape-cutting,3
4400,currency,1
4401,card,1
4402,hantong,1
4403,zhangting,2
4404,biao,2
4405,kwang-shik,1
4406,commemoration,1
4407,fishing,1
4408,sang-hwan,1
4409,seongnam-si,2
4410,sang-ho,2
4411,interior,5
4412,hee-jeong,1
4413,neung-jin,1
4414,cheonan,2
4415,daming,1
4416,da-ming,1
4417,destination,1
4418,sangdong,1
4419,85th,1
4420,guojung,1
4421,yeosu,9
4422,pavilions,1
4423,popular,1
4424,attendants,1
4425,'coexistence,1
4426,flash,1
4427,nand,1
4428,usd,1
4429,zhengyong,1
4430,giheung,1
4431,oh-hyun,1
4432,managers,2
4433,observation,1
4434,jian-ju,2
4435,geun-min,2
4436,jianzhu,2
4437,prior,2
4438,chi-san,1
4439,jae-wan,3
4440,ocean,4
4441,qishan,2
4442,interdependence,1
4443,communicates,1
4444,qi-jeong,1
4445,self-government,1
4446,hang-in-hang,1
4447,breathing,2
4448,wan,1
4449,jifei,1
4450,kyungsik,1
4451,seokwoo,1
4452,seok-woo,1
4453,guangxi,5
4454,attraction,1
4455,gwangsi,1
4456,cheon-ryang,1
4457,yeou-guk,1
4458,eastern,1
4459,celebrations,1
4460,qu,1
4461,kyung-moo,1
4462,jeju-do,1
4463,zhengchai,1
4464,wei-gun,1
4465,dinner,1
4466,8-day,1
4467,byung-hyun,2
4468,evaluations,1
4469,religious,3
4470,jungjong,1
4471,qiankui,1
4472,zhonghua,1
4473,muslim,1
4474,deng,2
4475,zhongliang,1
4476,religions,1
4477,hwa,1
4478,qigong,1
4479,qinghai,1
4480,zhi-jiang,1
4481,hwa-jun,1
4482,jianmin,1
4483,niechen,1
4484,jiaru,1
4485,xu-min,1
4486,huang,4
4487,xingyuan,1
4488,fang-ming,1
4489,jin-rong,1
4490,lei,1
4491,mingqiu,1
4492,jae-yoon,1
4493,ming-chiu,1
4494,yongjing,1
4495,kindergartener,1
4496,banker,1
4497,ganlin,1
4498,gan,1
4499,heaven,1
4500,bae,1
4501,chang-heon,1
4502,comforted,2
4503,china-related,3
4504,zi-jeon,1
4505,bang-guo,2
4506,yuen,1
4507,apec,1
4508,quyren,1
4509,teacher,2
4510,gyeongju,2
4511,introduces,1
4512,compulsory,1
4513,adheres,2
4514,'teachers,1
4515,basic,3
4516,required,1
4517,harmonized,1
4518,transmit,1
4519,soccer,1
4520,defenders,1
4521,shot,1
4522,ball,1
4523,opponent,1
4524,noryangjin,1
4525,baeji,1
4526,fiercely,1
4527,midfielders,1
4528,acted,1
4529,intermediaries,1
4530,elaborate,1
4531,passes,1
4532,front-line,1
4533,attackers,1
4534,attacked,1
4535,single,3
4536,dribble,1
4537,blown,1
4538,tae-yoon,1
4539,​​zhang,1
4540,junior,1
4541,chi-de,1
4542,societies,2
4543,qide,1
4544,sang-dae,1
4545,talent,1
4546,distinctive,1
4547,esp,1
4548,jin-jeon,1
4549,sea-themed,1
4550,fireworks,2
4551,wonderfully,1
4552,hwaseong,2
4553,haenggung,1
4554,well-known,1
4555,in-ryu,1
4556,devote,1
4557,xian,1
4558,fruits,1
4559,photographer,1
4560,wenchuan,1
4561,geun-heum,1
4562,mok,1
4563,rebirth,1
4564,chong-sheng,1
4565,retired,1
4566,cared,1
4567,zealously,1
4568,spared,1
4569,china-gyeseo-korea,1
4570,dei,1
4571,gyexi,1
4572,jinchai,1
4573,tenshu,1
4574,vibrant,1
4575,apocalypse,1
4576,twinkling,1
4577,bead,1
4578,dominant,1
4579,luck,1
4580,swordsmanship,1
4581,acrobatic,1
4582,liaocheng,1
4583,fervent,1
4584,cease,1
4585,competitions,1
4586,longjing,1
4587,minchin,1
4588,yuxiang,1
4589,leisure,4
4590,groundbreaking,2
4591,preparation,5
4592,contractor,1
4593,preparatory,2
4594,formally,1
4595,hui,2
4596,counselors,1
4597,utilize,2
4598,chong-ming,1
4599,jin-jung,1
4600,choong-hwan,1
4601,yun-geun,1
4602,legislation,2
4603,gil,1
4604,tae-gi,1
4605,g20,5
4606,cui,1
4607,tiankai,1
4608,negotiator,1
4609,jong-hwa,1
4610,los,1
4611,cabos,1
4612,bonsai,1
4613,horticultural,1
4614,decoration,1
4615,scheduling,1
4616,acquire,1
4617,zeng,2
4618,peiyan,1
4619,exist,1
4620,hee-yong,1
4621,admiral,2
4622,yao,1
4623,breeze,1
4624,blew,2
4625,overflows,1
4626,heard,1
4627,auditor,3
4628,auditing,3
4629,hwang-shik,6
4630,zaiyi,1
4631,zai-jang,1
4632,relentless,1
4633,hwang-sik,7
4634,ok-sang,2
4635,forms,1
4636,planting,2
4637,hongjun,1
4638,liaison,2
4639,byung-guk,3
4640,hubin,1
4641,supports,2
4642,disarmament,1
4643,huai-pan,1
4644,yun-soon,1
4645,people.com,1
4646,nami,1
4647,woo-hyeon,1
4648,pottery,2
4649,ceramic,1
4650,woong-ki,1
4651,enjoyable,1
4652,personnel,2
4653,correspondents,2
4654,hwabyeokjiseong,1
4655,correspondent,1
4656,dedicate,2
4657,intercontinental,1
4658,pan,1
4659,gong-seong,1
4660,careful,1
4661,ni,1
4662,nijien,1
4663,sutao,1
4664,colored,1
4665,hung,1
4666,anyang,3
4667,gwangseo,1
4668,jangjok,1
4669,hill,1
4670,easy-to-understand,1
4671,aide,1
4672,folklore,1
4673,minorities,1
4674,merry,3
4675,single-parent,1
4676,hye-yeol,1
4677,do-jun,1
4678,dongwha,2
4679,pharm,2
